"","snps","gene","statistic","pvalue","FDR","beta"
"2583","chr5_203046","AT5G01510",0.755077969543977,0.450511901456308,0.762099806552552,8.82749944730516
"2584","chr3_2083622","AT3G66652",0.75488484362215,0.450627689604276,0.762099806552552,3.97484251145061
"2585","chr1_1114411","AT1G04210",0.754857815758649,0.450643895437745,0.762099806552552,10.2099623775072
"2586","chr5_18984240","AT5G46790",-0.754446342407591,0.450890654600928,0.762099806552552,-8.48708002868062
"2587","chr1_22536570","AT1G61140",0.754116571416437,0.451088472486138,0.762099806552552,15.9979392212337
"2588","chr1_22884738","AT1G61900",0.754074888321853,0.451113480196946,0.762099806552552,19.4419137555322
"2589","chr5_6737692","AT5G19930",-0.754042467741274,0.451132931420073,0.762099806552552,-13.2369171341025
"2590","chr2_6773199","AT2G15530",0.753773161060247,0.451294524475413,0.762099806552552,11.8331152123954
"2591","chr4_10417310","AT4G19020",-0.753755912989219,0.451304875016169,0.762099806552552,-16.8049198618233
"2592","chr4_7143339","AT4G11880",0.753755433047405,0.451305163030435,0.762099806552552,3.23608525491722
"2593","chr2_19308337","AT2G46990",-0.753055902164115,0.45172506405573,0.762338724838548,-0.388268507054838
"2594","chr5_10729563","AT5G28692",0.752889866051829,0.451824761557186,0.762338724838548,0.487050796990789
"2595","chr4_17850560","AT4G37970",-0.752649430368457,0.451969154890572,0.762338724838548,-4.41494704990796
"2596","chr5_763006","AT5G03210",-0.752342368496228,0.452153598520015,0.762356048043955,-8.81250646828411
"2597","chr1_26736823","AT1G70920",-0.7518731600899,0.452435521486703,0.762537650191489,-1.27239994908024
"2598","chr5_3094491","AT5G09910",-0.75128203926501,0.452790837002099,0.76284276118483,-0.264654841475354
"2599","chr4_18039863","AT4G38590",0.750803427711346,0.45307864028621,0.762900365751371,1.48293569646374
"2600","chr3_2534343","AT3G07950",0.750645509811784,0.453173623704264,0.762900365751371,15.831859897154
"2601","chr5_16580635","AT5G41410",0.749815204142871,0.453673215847988,0.76344777615019,13.3024341668633
"2602","chr1_5622850","AT1G16470",0.748936773422612,0.454202103632559,0.764044045964531,11.1523021857546
"2603","chr5_13584199","AT5G35360",-0.74857705505918,0.454418784309325,0.764114874729894,-61.3884357380794
"2604","chr5_2755727","AT5G08520",-0.747827004175127,0.454870774289582,0.764581174756337,-30.0697959588351
"2605","chr3_8581846","AT3G23800",0.747337918903143,0.455165639856888,0.764733804879737,2.35158868284986
"2606","chr5_4426108","AT5G13710",0.746888696549925,0.455436567441284,0.764733804879737,151.728964726323
"2607","chr3_3588625","AT3G11415",-0.74645732564487,0.455696814389614,0.764733804879737,-2.47510881228514
"2608","chr2_17065269","AT2G40900",-0.746398075713609,0.455732566546285,0.764733804879737,-13.3741136183452
"2609","chr3_23137508","AT3G62560",-0.745927521646661,0.456016560992874,0.764733804879737,-14.9590991812029
"2610","chr1_8028132","AT1G22690",-0.745832430170093,0.456073963863651,0.764733804879737,-66.573641940691
"2611","chr4_16672835","AT4G35020",0.745513830673777,0.456266319161307,0.764733804879737,57.9920868105792
"2612","chr1_22678939","AT1G61470",-0.745359836992443,0.456359309651787,0.764733804879737,-5.73020702088125
"2613","chr3_3058947","AT3G09940",-0.744902521649579,0.456635526659632,0.764903827091163,-50.8061782053527
"2614","chr5_3915526","AT5G12110",0.74365744356363,0.457388027053552,0.76587122969143,15.7035705770225
"2615","chr1_24057360","AT1G64770",-0.743157416311882,0.457690429932754,0.765984369846822,-58.3051166081521
"2616","chr1_22442109","AT1G60940",-0.742967029819526,0.457805600072946,0.765984369846822,-31.9064144262664
"2617","chr4_17176734","AT4G36360",0.741771091653588,0.458529429501981,0.766902297642403,33.2235413011421
"2618","chr2_13575759","AT2G31920",0.741367587561812,0.458773791328272,0.766985415412196,1.50101229162553
"2619","chr5_7356469","AT5G22200",-0.741110391721744,0.458929587152054,0.766985415412196,-0.134906258715432
"2620","chr1_20562341","AT1G55110",-0.740179496744229,0.45949372320908,0.767455276838231,-13.7242649395568
"2621","chr3_19836549","AT3G53500",-0.740067852352734,0.459561407492119,0.767455276838231,-29.9580650623277
"2622","chr1_30311913","AT1G80640",0.739618611370268,0.459833815886099,0.767581477219705,11.9731959661617
"2623","chr1_4613924","AT1G13450",-0.739175655168107,0.460102502054448,0.767581477219705,-7.10155801127431
"2624","chr1_11575837","AT1G32170",-0.739075808235448,0.460163078872402,0.767581477219705,-13.9262356694922
"2625","chr3_23183823","AT3G62680",-0.73727683930398,0.461255273834131,0.768633355314928,-24.5785689286136
"2626","chr2_16850422","AT2G40340",-0.737200631731109,0.46130157322606,0.768633355314928,-2.15419808426866
"2627","chr1_12351648","AT1G33980",-0.736861789224398,0.461507466201972,0.768633355314928,-19.0375549976357
"2628","chr1_29879136","AT1G79430",0.736778949717929,0.461557810313452,0.768633355314928,7.3969491334515
"2629","chr1_18521396","AT1G50020",-0.7365915441824,0.461671713758955,0.768633355314928,-169.966030012869
"2630","chr4_18041207","AT4G38600",0.735937055960668,0.462069629412819,0.769003333817456,54.0464482936587
"2631","chr1_29897089","AT1G79470",0.734909773244869,0.462694583487148,0.769750738093214,11.7918605316098
"2632","chr1_25693687","AT1G68490",0.734531483169546,0.462924837714873,0.769841190987081,12.7621502589533
"2633","chr5_5594780","AT5G17020",0.733633097982963,0.463471915400687,0.770300102756946,14.0876511387629
"2634","chr4_10455842","AT4G19110",-0.73350037399752,0.463552769171075,0.770300102756946,-0.107148526510523
"2635","chr1_3506398","AT1G10610",-0.732654498867387,0.464068250654287,0.770864035337312,-37.3357371602123
"2636","chr4_9871797","AT4G17760",-0.731951965986976,0.464496621615782,0.77128289560405,-0.896599257455412
"2637","chr1_25327056","AT1G67570",-0.731459261747957,0.464797180665187,0.771405341983609,-7.76159354033037
"2638","chr3_3188079","AT3G10300",-0.731253313961163,0.464922844905817,0.771405341983609,-62.3621909924048
"2639","chr1_9023725","AT1G26100",-0.730837341285496,0.465176718897805,0.771430857899861,-7.23633467751835
"2640","chr5_24076337","AT5G59760",-0.730459131060107,0.46540761298688,0.771430857899861,-0.429055629695098
"2641","chr5_1500711","AT5G05080",-0.730361931666193,0.465466962694433,0.771430857899861,-17.8203546754479
"2642","chr1_19101015","AT1G51500",0.729347681635007,0.466086512759534,0.771948790646736,66.9706961793456
"2643","chr5_23920866","AT5G59300",0.729189763118169,0.46618301786529,0.771948790646736,9.84983966732147
"2644","chr2_11380546","AT2G26710",-0.728637571155386,0.466520553655683,0.771948790646736,-17.7354202968341
"2645","chr5_1286267","AT5G04500",0.728367341556848,0.466685785180346,0.771948790646736,0.373239371020349
"2646","chr1_5613422","AT1G16420",-0.727865604412949,0.466992658006275,0.771948790646736,-14.0685389821035
"2647","chr5_23834393","AT5G59030",-0.72782259452134,0.467018968967408,0.771948790646736,-21.0034833223256
"2648","chr5_23301557","AT5G57530",0.727799532490567,0.467033077321894,0.771948790646736,1.81984765473971
"2649","chr4_1040725","AT4G02350",0.727440849326087,0.467252534697222,0.771948790646736,83.4464903004912
"2650","chr2_16389388","AT2G39250",-0.727254200461185,0.467366756959984,0.771948790646736,-27.9505840122299
"2651","chr4_7463088","AT4G12640",0.726950216553489,0.467552817184648,0.771964798497625,6.26293300503358
"2652","chr1_27767572","AT1G73850",-0.725961680528184,0.468158157489933,0.772520934026278,-5.59118343497961
"2653","chr5_9764597","AT5G27610",-0.725786570189074,0.468265433479117,0.772520934026278,-19.7656066204653
"2654","chr2_19472865","AT2G47450",-0.725179360375224,0.468637527675965,0.772520934026278,-128.147009474686
"2655","chr4_11284209","AT4G21160",0.724912154833617,0.468801321454844,0.772520934026278,8.95034368247302
"2656","chr2_2983335","AT2G07180",0.724452476529096,0.469083173022743,0.772520934026278,82.4653962759947
"2657","chr3_22029028","AT3G59640",-0.724143400979078,0.469272735397712,0.772520934026278,-3.66668902534279
"2658","chr4_11032523","AT4G20460",-0.723953833397356,0.469389022095644,0.772520934026278,-4.79032538859695
"2659","chr3_18759756","AT3G50550",-0.723593567318285,0.46961006462608,0.772520934026278,-5.80376371440903
"2660","chr3_5876189","AT3G17205",0.72338048493727,0.469740829223121,0.772520934026278,12.4035562316213
"2661","chr3_1618038","AT3G05580",0.723378837542308,0.46974184027661,0.772520934026278,5.62704542272523
"2662","chr3_1604905","AT3G05530",-0.723007541191864,0.469969746246645,0.772520934026278,-45.6242995963595
"2663","chr2_13430953","AT2G31540",-0.722945887512621,0.470007595913178,0.772520934026278,-0.744111264455182
"2664","chr5_17075816","AT5G42630",-0.721488339884175,0.470902887228786,0.773695533984825,-0.831550552321026
"2665","chr4_13253305","AT4G26150",0.720533767717133,0.471489739352324,0.773695533984825,8.08064428796251
"2666","chr1_2750427","AT1G08640",0.720421386402583,0.471558855759554,0.773695533984825,45.0973368722644
"2667","chr2_18620340","AT2G45160",0.720367876831565,0.47159176701809,0.773695533984825,17.2295951743689
"2668","chr3_5491126","AT3G16190",0.720344653720521,0.47160605087309,0.773695533984825,12.8632519076615
"2669","chr1_5431285","AT1G15780",-0.718871590652473,0.472512577333441,0.774448850292948,-19.0665449126626
"2670","chr5_16873500","AT5G42220",0.718793101802112,0.472560906538363,0.774448850292948,9.16226859281073
"2671","chr3_150080","AT3G01390",-0.718662559879704,0.472641293264107,0.774448850292948,-84.0962642933609
"2672","chr1_5073166","AT1G14730",-0.718448739159894,0.472772978748631,0.774448850292948,-2.07303414126446
"2673","chr1_10493975","AT1G29950",-0.717533787989619,0.473336697177684,0.775082201102403,-0.350075328183128
"2674","chr1_295470","AT1G01810",-0.717183167724398,0.473552819054699,0.775132971008869,-0.271080977819844
"2675","chr4_12242371","AT4G23450",-0.716469683568733,0.473992777727584,0.775132971008869,-7.68686101223306
"2676","chr1_7958386","AT1G22530",-0.716336239649819,0.47407508879713,0.775132971008869,-109.249988336117
"2677","chr2_13586662","AT2G31955",-0.716334647134116,0.474076071142505,0.775132971008869,-13.1160890455953
"2678","chr5_3988499","AT5G12330",-0.715987882736761,0.47428999991939,0.775193177612834,-2.85889640077959
"2679","chr5_10294147","AT5G28300",-0.715294330902108,0.474718031180605,0.77525868759345,-27.9825337544261
"2680","chr2_7215223","AT2G16640",-0.71519204329624,0.474781176814227,0.77525868759345,-36.8584796042933
"2681","chr2_19625964","AT2G47960",0.714890403279926,0.474967416421168,0.77525868759345,21.5514775181745
"2682","chr5_4130242","AT5G13020",0.714775185386623,0.475038565256028,0.77525868759345,8.29363845336818
"2683","chr5_2622626","AT5G08150",-0.714446123910489,0.475241798109019,0.775301285994475,-2.81414748090051
"2684","chr1_4975300","AT1G14540",0.714012711760753,0.475509552338569,0.775319680044627,8.66299988260976
"2685","chr1_18582049","AT1G50170",0.713854451849356,0.475607343139096,0.775319680044627,12.4835901740166
"2686","chr4_6771708","AT4G11110",-0.71310585819034,0.476070058466968,0.775611274418841,-12.4144365422487
"2687","chr2_9126144","AT2G21320",0.712903624518093,0.476195104121303,0.775611274418841,43.2411645081353
"2688","chr2_13221144","AT2G31070",-0.712507462357569,0.476440112441969,0.775611274418841,-12.5196493599008
"2689","chr1_5362472","AT1G15570",0.712418690531026,0.476495023283588,0.775611274418841,12.4956948890286
"2690","chr4_17473698","AT4G37080",-0.711990144758052,0.476760154122776,0.775754347433231,-15.9585076171062
"2691","chr5_16764986","AT5G41890",-0.711038493172333,0.477349207339051,0.776424184512459,-0.286997594162494
"2692","chr1_27060701","AT1G71890",0.70985130137435,0.478084614633698,0.777211489750114,7.01451845554242
"2693","chr1_2696499","AT1G08520",0.70968386923484,0.478188380602481,0.777211489750114,134.402201576523
"2694","chr3_20836157","AT3G56150",0.709154187121273,0.478516732047847,0.777456472224732,42.0827941773738
"2695","chr1_30263982","AT1G80490",0.708281156469531,0.479058195662065,0.777768292187402,22.5902837054182
"2696","chr1_7620367","AT1G21700",0.708271731618818,0.479064042891761,0.777768292187402,5.50278217875651
"2697","chr1_23770137","AT1G64060",-0.707634152175305,0.479459691416196,0.778053313798238,-12.2526482058183
"2698","chr5_14795619","AT5G37350",-0.707415977798465,0.479595120088564,0.778053313798238,-8.21292758965052
"2699","chr5_22748336","AT5G56200",0.706812913901995,0.479969572342584,0.778372292754164,0.333921724177261
"2700","chr1_6173138","AT1G17940",-0.705083559795911,0.481044242477528,0.779826166416348,-8.09886210622155
"2701","chr2_17646943","AT2G42380",-0.704505743354033,0.481403606724732,0.779843807198307,-29.5205631732694
"2702","chr3_16369819","AT3G44830",-0.704493116383192,0.481411461514696,0.779843807198307,-0.885531411962308
"2703","chr1_5563859","AT1G16270",-0.704194384233635,0.481597312569521,0.779856247545984,-9.288600781544
"2704","chr2_9609457","AT2G22620",0.703624279210648,0.481952102179296,0.780091835195483,2.6862009087767
"2705","chr1_18784475","AT1G50700",0.703387898297143,0.482099249304039,0.780091835195483,3.0153399955526
"2706","chr2_12909958","AT2G30280",0.702686330222362,0.482536119634629,0.780510197945592,4.43249878187293
"2707","chr1_22512246","AT1G61100",0.702195291841847,0.482842020231063,0.780695731730297,151.904023356681
"2708","chr1_3347448","AT1G10200",0.701929652227365,0.483007548897794,0.780695731730297,37.8655185255363
"2709","chr5_14981254","AT5G37710",0.70152630237692,0.483258948351098,0.780807104727489,5.09134484060908
"2710","chr3_9779162","AT3G26610",-0.701241784543184,0.483436325147103,0.780807104727489,-1.69263229057464
"2711","chr5_16916013","AT5G42310",0.700960661954296,0.483611620040261,0.780807104727489,42.0080741105767
"2712","chr3_16019642","AT3G44340",-0.699699421383536,0.484398496096566,0.781789165713375,-20.7185252429269
"2713","chr5_26207612","AT5G65575",-0.69898770601938,0.484842835513686,0.782044272270799,-1.29129304058315
"2714","chr1_19468283","AT1G52280",-0.698873906841762,0.48491390334543,0.782044272270799,-23.8854177456623
"2715","chr2_16056203","AT2G38320",0.698246382811344,0.48530589505442,0.782046515541093,2.37986060997375
"2716","chr1_30216773","AT1G80370",-0.697947194605994,0.485492847712186,0.782046515541093,-3.11474483259767
"2717","chr2_18959145","AT2G46140",-0.697194736968866,0.485963205918964,0.782046515541093,-21.1031999956202
"2718","chr1_7881110","AT1G22300",0.697028619381777,0.486067078640607,0.782046515541093,38.0522440592968
"2719","chr2_19389312","AT2G47230",0.696570581914767,0.486353550155633,0.782046515541093,13.4182218097068
"2720","chr3_15666247","AT3G43810",0.696273756155069,0.486539243491444,0.782046515541093,39.5142276449466
"2721","chr5_26417181","AT5G66055",0.696083597781735,0.48665822620847,0.782046515541093,62.5168524960753
"2722","chr2_8994931","AT2G20910",-0.695790581156984,0.486841598530865,0.782046515541093,-39.7336943197438
"2723","chr1_19239465","AT1G51820",0.695625403048827,0.486944984905288,0.782046515541093,19.9571843259793
"2724","chr5_14885458","AT5G37480",-0.695610982000866,0.486954011725534,0.782046515541093,-35.2789187649041
"2725","chr1_23558562","AT1G63500",-0.695521194835192,0.487010215824485,0.782046515541093,-10.7813344333474
"2726","chr5_24438776","AT5G60760",0.695442696970028,0.48705935603496,0.782046515541093,6.47715186749093
"2727","chr1_27845102","AT1G74040",0.694787261277094,0.487469768139344,0.782230561686193,18.3020822273599
"2728","chr5_3524721","AT5G11090",0.694154810162436,0.487865965444438,0.782230561686193,72.8081304448637
"2729","chr1_3325936","AT1G10150",0.69407853397463,0.48791376022641,0.782230561686193,9.93777768766465
"2730","chr2_18217217","AT2G44010",-0.692886423304482,0.488661067709119,0.782230561686193,-3.19239012958006
"2731","chr5_13086828","AT5G34851",-0.692747097917054,0.488748448025163,0.782230561686193,-64.8099748100662
"2732","chr1_356230","AT1G02030",0.692259613472686,0.489054248725013,0.782230561686193,0.401104639758777
"2733","chr1_23742378","AT1G63980",-0.692226923286874,0.489074759089678,0.782230561686193,-25.5534015739129
"2734","chr4_11917774","AT4G22666",-0.692213118950897,0.489083420298486,0.782230561686193,-3.39546846388021
"2735","chr5_17076066","AT5G42630",0.69218640967692,0.489100178645005,0.782230561686193,5.05856977262495
"2736","chr3_19312062","AT3G52060",0.692059676285729,0.489179699899495,0.782230561686193,52.0769184181639
"2737","chr3_1844927","AT3G06110",-0.691787715516876,0.489350370372783,0.782230561686193,-7.77459512780241
"2738","chr5_8600316","AT5G24960",-0.691661419636727,0.48942963897505,0.782230561686193,-0.722075161636271
"2739","chr3_5540293","AT3G16340",0.691508514644593,0.489525617849531,0.782230561686193,125.478799990713
"2740","chr4_2482757","AT4G04890",-0.691269012846793,0.489675974187838,0.782230561686193,-25.2252168092538
"2741","chr5_26675592","AT5G66810",0.690716584402349,0.490022877112858,0.782427333839096,5.30825797082326
"2742","chr4_6078025","AT4G09620",-0.690502313479639,0.490157466335766,0.782427333839096,-9.43005184587261
"2743","chr1_2944322","AT1G09140",0.690219037723097,0.490335429911044,0.782427333839096,58.5555856403936
"2744","chr5_18591400","AT5G45830",0.688715639268454,0.491280499316218,0.783649688595878,2.73086074615972
"2745","chr1_8573916","AT1G24210",0.688038761371468,0.491706319670104,0.783980216620924,1.12896280143077
"2746","chr3_22197926","AT3G60110",0.687592000449496,0.491987483409559,0.783980216620924,3.83815979577723
"2747","chr3_10856127","AT3G28857",0.687499642109645,0.49204561883183,0.783980216620924,1.05234825763526
"2748","chr5_16591884","AT5G41460",0.687009614828009,0.492354130775296,0.783980216620924,8.99202280269907
"2749","chr4_7549127","AT4G12900",0.686963324362401,0.492383279755751,0.783980216620924,15.9450656651214
"2750","chr1_7314006","AT1G20970",-0.686345231317027,0.492772580157031,0.784314757580845,-29.8755189634803
"2751","chr2_19641400","AT2G48010",0.685707801529711,0.493174232810094,0.784396974088545,6.77175159604068
"2752","chr1_2029692","AT1G06630",-0.685694441340741,0.493182653116673,0.784396974088545,-51.7554937322
"2753","chr2_17214991","AT2G41300",0.684821469994728,0.493733013718665,0.784987069032546,2.03879318765614
"2754","chr2_19575134","AT2G47800",-0.683309652482357,0.494686910943803,0.786218086129639,-49.8650632946347
"2755","chr1_29662807","AT1G78900",0.682660370668695,0.495096885146626,0.786584053098651,105.709133879379
"2756","chr1_18879620","AT1G50940",0.68164562277597,0.495737988889315,0.787060574005676,4.56868062909021
"2757","chr1_27382714","AT1G72740",0.681608641532393,0.495761361517504,0.787060574005676,5.88147490653035
"2758","chr3_7914610","AT3G22380",0.681052876102784,0.496112683530254,0.787060574005676,70.3438268905197
"2759","chr5_19172138","AT5G47220",0.681047489162962,0.496116089486329,0.787060574005676,60.271086664393
"2760","chr2_7137235","AT2G16485",-0.679694841429574,0.496971712652718,0.788132313869908,-11.5436627199657
"2761","chr5_8565988","AT5G24900",-0.677909743861073,0.498102089472151,0.789042712896563,-0.435159990223226
"2762","chr1_738425","AT1G03080",-0.677802271479777,0.498170187920985,0.789042712896563,-55.6362068789383
"2763","chr1_19516831","AT1G52400",-0.67772155642715,0.498221335208453,0.789042712896563,-1080.00204496293
"2764","chr2_3209917","AT2G07630",-0.677649713491956,0.49826686279326,0.789042712896563,-1.08334881792189
"2765","chr1_27557198","AT1G73290",-0.675831473159148,0.499419838103889,0.78973140341356,-0.590033838245388
"2766","chr1_5065108","AT1G14710",0.675785791497369,0.49944882385938,0.78973140341356,15.4441246690456
"2767","chr4_468168","AT4G01080",0.675426978531348,0.499676527651992,0.78973140341356,96.1727566485269
"2768","chr1_7167939","AT1G20670",0.675377660654762,0.499707829244227,0.78973140341356,10.7305113488302
"2769","chr1_16275385","AT1G43190",0.675000129874508,0.499947479047108,0.78973140341356,10.2110956809967
"2770","chr4_15771565","AT4G32700",-0.674989933302173,0.499953952497271,0.78973140341356,-2.9217957109781
"2771","chr5_24856664","AT5G61910",0.674972922991861,0.499964751852633,0.78973140341356,5.15318263480793
"2772","chr2_6139056","AT2G14430",0.674608090657271,0.500196403252417,0.789812286087962,0.525518991424068
"2773","chr3_6171602","AT3G18035",-0.672348189788063,0.501632605284367,0.791794415192815,-302.1248197364
"2774","chr5_2168135","AT5G06980",0.671835977532784,0.501958428131294,0.792023085771693,89.8797203097133
"2775","chr5_16503874","AT5G41260",-0.670747741242647,0.502651037596498,0.792761711555143,-68.337600432126
"2776","chr3_19272936","AT3G51930",0.670253430727315,0.502965809418273,0.792761711555143,3.16691908159966
"2777","chr3_4144173","AT3G12977",-0.670086413070837,0.503072188133837,0.792761711555143,-1.46922700075265
"2778","chr3_3588716","AT3G11415",-0.669962649602177,0.503151024605937,0.792761711555143,-0.997375891665478
"2779","chr5_25018245","AT5G62280",0.667165185400301,0.504934734143304,0.794573970418686,54.6219597364846
"2780","chr5_18051808","AT5G44740",0.667155415628183,0.504940969360967,0.794573970418686,5.56437513580884
"2781","chr3_21343649","AT3G57630",0.667084767312448,0.504986059404931,0.794573970418686,86.9950758567508
"2782","chr5_26695733","AT5G66850",0.667020048242463,0.505027367079001,0.794573970418686,19.9753773123707
"2783","chr1_29160487","AT1G77600",0.666044559204465,0.505650200082192,0.794996566823228,7.5497594704896
"2784","chr1_6597479","AT1G19100",-0.665471434022801,0.506016319655202,0.794996566823228,-5.53721875947106
"2785","chr1_5068581","AT1G14720",-0.665179277493886,0.506203006719892,0.794996566823228,-14.7131083682728
"2786","chr5_25037466","AT5G62350",0.664449310235499,0.506669612123668,0.794996566823228,125.568958624024
"2787","chr5_24057561","AT5G59710",-0.664328502113859,0.506746856241984,0.794996566823228,-7.31937361508823
"2788","chr4_59145","AT4G00150",0.664310417957976,0.50675841969625,0.794996566823228,10.2058654125976
"2789","chr4_8320655","AT4G14465",0.664275468726763,0.506780767488719,0.794996566823228,4.51583937822939
"2790","chr1_27767191","AT1G73850",0.664260173119984,0.506790548211905,0.794996566823228,2.33771556248456
"2791","chr1_13549567","AT1G36180",0.664041104915778,0.506930641536127,0.794996566823228,84.2763191409178
"2792","chr3_19412317","AT3G52360",-0.663694594283656,0.507152275485531,0.795059280014387,-17.8710719790557
"2793","chr4_658644","AT4G01520",-0.663376442834218,0.507355815364547,0.795093592499328,-1.15528777838342
"2794","chr3_9274473","AT3G25540",0.662673835444497,0.507805466275762,0.795513430883684,10.1783151429217
"2795","chr3_20732155","AT3G55870",0.66174189340608,0.50840220892871,0.795783522980884,0.0725549886818849
"2796","chr3_10458637","AT3G28100",0.661165980162756,0.508771162876883,0.795783522980884,20.8706528700485
"2797","chr3_20318463","AT3G54840",-0.661064760618237,0.508836022856453,0.795783522980884,-16.2963326134397
"2798","chr5_16821370","AT5G42080",0.660623269382674,0.509118974672058,0.795783522980884,42.4916846791592
"2799","chr5_22642066","AT5G55910",0.660621671659204,0.509119998803384,0.795783522980884,34.1981148893175
"2800","chr3_20634259","AT3G55620",0.660498128352733,0.509199192611062,0.795783522980884,25.1772634751673
"2801","chr2_10167071","AT2G23880",0.660418018971609,0.509250547834009,0.795783522980884,0.560867356965568
"2802","chr5_21411115","AT5G52830",0.659610636002381,0.509768283618568,0.795998272971221,1.50422734574857
"2803","chr3_18250931","AT3G49220",-0.659532271471714,0.509818549716185,0.795998272971221,-89.2284519477512
"2804","chr5_8200568","AT5G24190",0.659352998769608,0.509933552070209,0.795998272971221,0.285281546840156
"2805","chr4_14644211","AT4G29930",0.658917771434594,0.510212804389117,0.796150247704516,13.3583998074835
"2806","chr2_16824348","AT2G40270",0.658572098366318,0.51043465366538,0.796212572734628,41.936119516125
"2807","chr2_9814059","AT2G23060",0.657743149777001,0.510966869971938,0.796479646464622,3.48958099436601
"2808","chr2_14197305","AT2G33520",0.657738575768131,0.510969807464624,0.796479646464622,0.539893085506598
"2809","chr1_20554023","AT1G55080",-0.656986080986913,0.511453190587638,0.796665860251306,-4.98090432013089
"2810","chr5_14882730","AT5G37478",0.656985920231217,0.511453293878494,0.796665860251306,0.73587064196177
"2811","chr4_14944070","AT4G30610",-0.654485626275065,0.513061135443753,0.798796961832827,-10.217358145478
"2812","chr1_23565393","AT1G63530",0.654126374440956,0.513292373000609,0.798796961832827,4.47502269870063
"2813","chr3_8351143","AT3G23340",0.654007437032676,0.51336894074383,0.798796961832827,31.1934199311823
"2814","chr5_16688691","AT5G41740",-0.6533566353568,0.513788009647892,0.799164931851039,-145.074276680274
"2815","chr5_834508","AT5G03380",0.652977059251836,0.514032511406387,0.799261208677001,112.733954480675
"2816","chr2_15802704","AT2G37678",0.652353359329288,0.514434395849517,0.799602042128315,5.11007213841138
"2817","chr3_19679175","AT3G53090",0.651886877725087,0.514735082830028,0.799687783584358,4.23661690580976
"2818","chr2_11328554","AT2G26630",0.651700936498425,0.514854963248965,0.799687783584358,2.99354920437662
"2819","chr3_22835228","AT3G61700",0.650933707853722,0.515349766285784,0.799981754744488,9.33222045794059
"2820","chr1_29885006","AT1G79440",-0.650840699024616,0.515409766593433,0.799981754744488,-246.290236265265
"2821","chr3_23367347","AT3G63240",0.649567891969768,0.516231223890525,0.800972728454034,10.4091718271719
"2822","chr2_11121410","AT2G26110",0.647802713370849,0.517371578492078,0.802457618376976,13.6737995540673
"2823","chr4_15994133","AT4G33160",0.647293233567235,0.517700959625589,0.802633758851114,1.31714387464227
"2824","chr4_16444200","AT4G34390",0.647059829424568,0.517851892847966,0.802633758851114,50.0835524682325
"2825","chr3_3058579","AT3G09940",0.646394965265897,0.518281959256088,0.803015977226158,128.203782994808
"2826","chr3_17006225","AT3G46280",0.645994105263607,0.518541344390442,0.803133568434878,26.9311177478175
"2827","chr1_18658981","AT1G50370",0.643801256717213,0.519961463912793,0.805048223398053,4.78957958257119
"2828","chr4_955243","AT4G02160",0.642936995492129,0.520521723595668,0.805630687474624,0.115878643535429
"2829","chr1_23747387","AT1G64000",-0.642363671890931,0.520893554170933,0.805921204173267,-0.14210490682665
"2830","chr5_3915130","AT5G12110",0.642078886590115,0.521078303419966,0.805922167515616,9.87553755268921
"2831","chr1_20729571","AT1G55530",-0.641690669932041,0.521330206341396,0.806026956254429,-9.20893074313808
"2832","chr2_7971098","AT2G18340",-0.641334827551276,0.521561157685806,0.806099289262279,-0.747445193311839
"2833","chr1_8336763","AT1G23490",0.639643707551171,0.522659461349519,0.807152446293819,67.1968571606638
"2834","chr4_16083702","AT4G33410",-0.639447037192769,0.522787266859251,0.807152446293819,-8.82723003301784
"2835","chr2_18058729","AT2G43490",-0.639433918084644,0.522795792835955,0.807152446293819,-16.5319861584671
"2836","chr1_19888279","AT1G53310",0.639037923054349,0.523053179724627,0.807184982523368,45.1620795132801
"2837","chr3_18328365","AT3G49410",0.638476761773292,0.5234180322269,0.807184982523368,1.2041044181484
"2838","chr5_8465611","AT5G24710",-0.638044395674925,0.523699234716505,0.807184982523368,-34.1568704260416
"2839","chr2_10196579","AT2G23960",0.637885796516088,0.523802403991877,0.807184982523368,0.212797309862431
"2840","chr4_8651533","AT4G15180",0.637827012029255,0.523840646148456,0.807184982523368,15.9269584900212
"2841","chr1_4348531","AT1G12760",-0.637699878769259,0.523923357402077,0.807184982523368,-64.7913334800981
"2842","chr1_13329492","AT1G35840",0.637229501772442,0.524229436947044,0.807372359436035,1.37067356694411
"2843","chr1_23758525","AT1G64040",0.63675119307567,0.524540771925865,0.807567695645273,7.32287080526328
"2844","chr3_22792303","AT3G61590",0.636140240963341,0.52493858363998,0.807895984737058,5.87715814272458
"2845","chr5_22315753","AT5G54980",-0.635662427141295,0.525249812361404,0.80809083610048,-10.1409460334985
"2846","chr5_16310857","AT5G40760",0.633838691004674,0.526438590417734,0.809635175775973,27.2344938852834
"2847","chr5_4573488","AT5G14180",-0.633380145621454,0.526737703739694,0.809651794922911,-10.9729250555716
"2848","chr2_10745564","AT2G25220",0.633254997844889,0.526819353881757,0.809651794922911,4.47228384791028
"2849","chr5_5229727","AT5G16020",-0.632768398933575,0.5271368870772,0.809712067269645,-0.238637769074332
"2850","chr2_16496511","AT2G39518",0.632602537411445,0.527245143433474,0.809712067269645,2.27033360624763
"2851","chr1_2277943","AT1G07420",0.63234455488424,0.527413548957222,0.809712067269645,20.340378953638
